Lambda_m,f,b_m,h_m,lambda_m,theta_rad,theta_deg,eta0_RCWA_TE,etam1_RCWA_TE,Tsum,Rsum,energy_sum,neff0_TE,neff1_TE,delta_neff_TE,phi0_TE,phi1_TE,delta_phi_TE,sin_phi0_TE,cos_phi0_TE,sin_phi1_TE,cos_phi1_TE,sin_dphi_TE,cos_dphi_TE,eta0_SMM_TE,etam1_SMM_TE,res_eta0_TE,res_etam1_TE,overlap_mode0_order0_TE,overlap_mode0_orderm1_TE,overlap_mode1_order0_TE,overlap_mode1_orderm1_TE,overlap_mode0_order1_TE,overlap_mode1_order1_TE,status
7.48892548265558e-07,0.592138936489675,4.4344843707501e-07,7.06024626676856e-07,1.064e-06,0.790041221620921,45.2660276402385,0.615108643878571,0.327196897453635,0.942305541332205,0.057694458667794,0.999999999999999,1.22415174175621,0.929416246659373,0.294735495096837,5.10379644509588,3.87497004979889,1.22882639529699,-0.924373042153747,0.381489814987802,-0.669382575998239,-0.74291787362397,0.942095889985809,0.335343605980264,0.667671802990132,0.332328197009868,-0.0525631591115615,-0.00513129955623332,0.498547361293259,0.498547361362161,0.493141155577126,0.493141155269212,0.00137810340087133,0.00683184749860911,OK
1.26931196196987e-06,0.694956685972239,8.82116834555504e-07,3.6216908227249e-06,1.064e-06,0.432481046900852,24.7793387068182,0.0215575785459824,0.805994560583682,0.974003802842632,0.0259961971573686,1,1.37434109762004,1.21012088565887,0.164220211961166,29.3930157005042,25.8808401009579,3.51217559954622,-0.899525351661207,-0.436868563436168,0.680246495022068,0.732983428196157,-0.362158866947206,-0.932116384949603,0.0339418075251986,0.966058192474802,-0.0123842289792162,-0.160063631891119,0.497475031193394,0.497475031125676,0.447819011951043,0.447819011805487,0.00221625455995991,0.0517008359794229,OK
7.46705353747331e-07,0.385511550815121,2.87863538925087e-07,2.19050826843672e-06,1.064e-06,0.793002104146607,45.4356737125943,0.445149485429306,0.496523048412717,0.941672533842023,0.0583274661579772,1,1.13609043975686,0.777605773870437,0.358484665886426,14.6958950726088,10.0587175639823,4.63717750862654,0.84793002456722,-0.530108171449408,-0.592323485578855,-0.80570024725807,-0.997172950298097,-0.0751405828683086,0.462429708565846,0.537570291434154,-0.0172802231365401,-0.0410472430214369,0.495104748262754,0.495104748325585,0.498089269649678,0.498089271310854,0.00485662736604044,0.00177048188130514,OK
6.98263164999111e-07,0.590197582648345,4.12113232034858e-07,2.50650913429291e-06,1.064e-06,0.866226729944971,49.6311357272654,0.414943691194455,0.50542577931988,0.920369470514335,0.0796305294856651,1,1.19149319185835,0.881868869339293,0.309624322519059,17.6359596765039,13.0530362455322,4.58292343097176,-0.936879492941497,0.349652421278164,0.467681254233414,0.883897191102371,-0.991631035141525,-0.129104183294533,0.435447908352734,0.564552091647266,-0.0205042171582787,-0.0591263123273867,0.498845367773404,0.498845367893806,0.494935288920706,0.494935289074525,0.00109613747399378,0.00504454342629252,OK
1.10809413663222e-06,0.414332984079116,4.59119950271401e-07,1.99782402278808e-06,1.064e-06,0.500772826375775,28.6921694461695,0.0671508993820463,0.889526155526769,0.971057022986387,0.0289429770136131,1,1.2824599551772,0.970501088890642,0.311958866286556,15.1300124201661,11.4496312102559,3.68038120991028,0.546308748115123,-0.837583877431322,-0.898675075598866,0.438614988910972,-0.513096548874503,-0.858330898624228,0.0708345506878859,0.929165449312114,-0.00368365130583956,-0.0396392937853454,0.483701370155135,0.483701370110901,0.48293944105539,0.482939441437088,0.0161839378964649,0.0159780251044893,OK
1.22084391152035e-06,0.718085495434248,8.76670305051977e-07,2.01619485158019e-06,1.064e-06,0.450887092031547,25.8339274103344,0.335709637808441,0.563478298790652,0.971374430287716,0.0286255697122842,1,1.37147146350353,1.21348815470414,0.157983308799391,16.3289221088727,14.4479517696889,1.88097033918388,-0.581815273294109,-0.813320962327728,0.952093857889935,-0.305805960975683,0.952280471485395,-0.305224349663577,0.347387825168211,0.652612174831789,-0.01167818735977,-0.0891338760411363,0.498401764404816,0.498401764373652,0.457933009433688,0.457933009456541,0.00136737462077265,0.0414370609413404,OK
1.27521628493889e-06,0.649861304118199,8.28713717963153e-07,2.73438591936952e-06,1.064e-06,0.430344738155637,24.6569372319805,0.0251385603815126,0.90109326756876,0.969936717700552,0.0300632822994494,1,1.36919800915473,1.18364810070235,0.185549908452387,22.1087560865478,19.1126389139939,2.99611717255389,-0.117336583614477,-0.993092204251792,0.260058698429588,0.965592809299608,0.14496290465237,-0.989437090609983,0.00528145469500843,0.994718545304992,0.0198571056865041,-0.0936252777362321,0.495526262632567,0.495526262568939,0.440338935888715,0.440338935754201,0.0040965293272399,0.0594360457692372,OK
1.04833781979791e-06,0.379991804844176,3.98359780231415e-07,4.21591439703721e-06,1.064e-06,0.532246089491915,30.4954545902291,0.413007785209534,0.549143156262988,0.962150941472522,0.0378490585274776,1,1.25290003528905,0.932240758022466,0.320659277266585,31.1922315381311,23.2090899149915,7.98314162313959,-0.22183406402777,0.97508443123502,-0.938389917030424,-0.345578303160998,0.991670437954314,-0.128801174247364,0.435599412876318,0.564400587123682,-0.0225916276667845,-0.0152574308606935,0.484425260201853,0.48442526015968,0.49094966674604,0.490949666585581,0.0153896326873209,0.00830333637714249,OK
1.07869145884639e-06,0.714036872161991,7.70225475302532e-07,4.31411061176527e-06,1.064e-06,0.515753124176839,29.5504772860195,0.344757290101534,0.625974083329327,0.970731373430861,0.0292686265691396,1,1.35085529064046,1.1760005033425,0.174854787297966,34.4142527872293,29.9596699071664,4.45458288006291,0.142776808240175,-0.989754910585822,-0.993447497196059,0.114289414710574,-0.966951660910981,-0.254959772241614,0.372520113879193,0.627479886120807,-0.027762823777659,-0.00150580279148016,0.498860361405461,0.498860361313809,0.47265070797046,0.472650707889611,0.000977995399867879,0.0269073172395185,OK
9.08360831145977e-07,0.730132105175463,6.63223405903545e-07,6.97982841874785e-07,1.064e-06,0.625706834572456,35.8503608334921,0.832966060610805,0.135304864057768,0.968270924668574,0.0317290753314268,1,1.31468182191605,1.12995364245185,0.184728179464196,5.41880652551095,4.65740080160168,0.761405723909266,-0.760692169668989,0.649112796826781,-0.998488531007025,-0.0549604716813208,0.689939683410729,0.723866861553354,0.861933430776677,0.138066569223323,-0.0289673701658716,-0.00276170516555477,0.499513176278912,0.499513176253157,0.486600767861708,0.486600767799549,0.000409523207829684,0.0130809848073373,OK
8.49932163420711e-07,0.439247961995692,3.73330970617137e-07,2.46345352307728e-06,1.064e-06,0.676326413800336,38.7506490839777,0.55078771123033,0.397864390630886,0.948652101861216,0.0513478981387837,1,1.21817206968111,0.884080230677758,0.334091839003353,17.7211234578639,12.8609868050895,4.8601366527744,-0.903742273758231,0.42807698212156,0.290372599186819,0.956913660494765,-0.989105153276538,0.147210718909311,0.573605359454656,0.426394640545344,-0.0228176482243254,-0.0285302499144587,0.493698853315821,0.493698853131505,0.494192970333064,0.494192970526194,0.00626958198260503,0.00554738850276671,OK
6.53314045721476e-07,0.649309136781379,4.24202779074562e-07,2.21884620801807e-06,1.064e-06,0.951539004832792,54.5191690189974,0.0799616799033677,0.839013358947173,0.918975038850541,0.0810249611494584,0.999999999999999,1.17114387223127,0.884303612969399,0.286840259261874,15.3453109213412,11.5868888627896,3.75842205855162,0.354755314016318,-0.934959179417574,-0.83020858291624,0.557452875902716,-0.578451765388627,-0.815716589949463,0.0921417050252685,0.907858294974731,-0.0121800251219008,-0.0688449360275581,0.499517861952948,0.499517862057537,0.495924400299663,0.495924400095785,0.000438639827675473,0.0040439572449889,OK
1.04521414416082e-06,0.732176311921848,7.65281037240222e-07,2.25443372645803e-06,1.064e-06,0.534007075228468,30.5963516407163,0.184280604394738,0.767202333010058,0.951482937404796,0.0485170625952023,0.999999999999998,1.34688289007562,1.17844985079599,0.168433039279633,17.9310428849944,15.6886949623747,2.24234792261966,-0.794699908373318,0.607002516989377,0.0192671133134783,-0.999814371943395,0.782857203497342,-0.622201413476634,0.188899293261683,0.811100706738317,-0.00461868886694525,-0.0438983737282591,0.499236366304157,0.499236366290282,0.47728113481083,0.477281134994946,0.000641623519127565,0.0222202869342778,OK
1.23108577377307e-06,0.685991824368827,8.44514775905095e-07,1.18850620316888e-06,1.064e-06,0.446863179311707,25.6033741943585,0.620751825175972,0.262280125005588,0.971855092742075,0.0281449072579249,1,1.36902632125767,1.1962726575275,0.17275366373017,9.60840921915117,8.39595050345443,1.21245871569674,-0.182600975886224,-0.983187105084988,0.856694752924715,-0.515823710497357,0.93648114699162,0.350717922737432,0.675358961368716,0.324641038631284,-0.0546071361927442,-0.0623609136256956,0.497404565094272,0.497404565096471,0.451735001192379,0.451735001170603,0.0022978827509381,0.0478759515235801,OK
8.53974832206898e-07,0.368250660708307,3.14476796188456e-07,2.16526345209546e-06,1.064e-06,0.67253270064628,38.533285331567,0.297199974207616,0.659361869139503,0.956561843347119,0.0434381566528819,1,1.18270905298744,0.845388670770455,0.337320382216989,15.1226153877863,10.809495106984,4.31312028080227,0.552489380806686,-0.833519936231788,-0.982737166763151,-0.185007191920569,-0.921345529482009,-0.388744665948635,0.305627667025682,0.694372332974318,-0.00842769281806588,-0.0350104638348151,0.491797853999601,0.491797853901364,0.497094840312503,0.497094840732743,0.00810454347859333,0.0026540074777069,OK
8.45009242376534e-07,0.717027406605694,6.05894785619088e-07,3.50806043103578e-06,1.064e-06,0.681011108251322,39.0190623043276,0.235578752269187,0.712318416087934,0.947897168357121,0.0521028316428801,1,1.29236878119153,1.09134376776025,0.201025013431278,26.7726749370169,22.6082464726872,4.16442846432968,0.997610963095451,-0.0690823154777463,-0.578670758401696,-0.815561250532912,-0.853588760497121,-0.520947433003551,0.239526283498225,0.760473716501775,-0.00394753122903754,-0.0481553004138415,0.499530721399219,0.499530721394118,0.489463846845949,0.489463846951092,0.000400489340570785,0.0103173979493654,OK
7.67889379122162e-07,0.715721491507366,5.49594931737978e-07,1.75986112183352e-06,1.064e-06,0.765375909008905,43.8528093271992,0.185342343395848,0.77280623626416,0.958148579660008,0.0418514203399924,1,1.25913452518046,1.04544428628982,0.21369023889065,13.0854532404248,10.864694796415,2.22075844400982,0.496083814179331,0.868274639333251,-0.991447498159552,-0.130506162280428,0.796106724124357,-0.605156247430351,0.197421876284824,0.802578123715175,-0.0120795328889762,-0.0297718874510157,0.499660034362282,0.499660034357366,0.492781427169873,0.492781427136813,0.000290361935350374,0.00706283534698597,OK
7.1169287063381e-07,0.478554047368158,3.40583503724872e-07,7.28721178256416e-07,1.064e-06,0.844310752985646,48.3754427435901,0.472432426204567,0.454162444214776,0.926594870419343,0.0734051295806574,1,1.16077044515925,0.804819254831573,0.355951190327673,4.99512054698495,3.46336281491624,1.53175773206871,-0.960296969955868,0.278979801228654,-0.316246366722887,-0.948677097612551,0.999238090831495,0.0390286796014146,0.519514339800707,0.480485660199293,-0.0470819135961405,-0.0263232159845164,0.497195944437974,0.49719594421682,0.49655722749905,0.496557226859047,0.00277857134643809,0.00335335306755325,OK
