sweep_parameter,Lambda_over_lambda,h_over_lambda,Lambda_m,f,b_m,h_m,lambda_m,theta_rad,theta_deg,eta0_RCWA_TE,etam1_RCWA_TE,Tsum,Rsum,energy_sum,neff0_TE,neff1_TE,delta_neff_TE,phi0_TE,phi1_TE,delta_phi_TE,sin_phi0_TE,cos_phi0_TE,sin_phi1_TE,cos_phi1_TE,sin_dphi_TE,cos_dphi_TE,eta0_SMM_TE,etam1_SMM_TE,res_eta0_TE,res_etam1_TE,overlap_mode0_order0_TE,overlap_mode0_orderm1_TE,overlap_mode1_order0_TE,overlap_mode1_orderm1_TE,overlap_mode0_order1_TE,overlap_mode1_order1_TE,status
h_over_lambda,1,0.9995,1.064e-06,0.55,5.852e-07,1.063468e-06,1.064e-06,0.523598775598299,30,0.440416822973563,0.517609816023886,0.958026638997449,0.0419733610025511,1,1.31876542009011,1.05467795403357,0.264087466056541,8.28190448737115,6.62342365607767,1.65848083129348,0.909829689940585,-0.414981849365269,0.333711787201645,0.942675152469123,0.996158176293604,-0.0875721862431319,0.456213906878434,0.543786093121566,-0.0157970839048706,-0.0261762770976801,0.493382524921856,0.493382524928915,0.470938707713089,0.47093870768798,0.00643579618780989,0.0287607607632618,OK
h_over_lambda,1,1.018,1.064e-06,0.55,5.852e-07,1.083152e-06,1.064e-06,0.523598775598299,30,0.42530524817665,0.533817587057527,0.959122835234177,0.0408771647658236,1,1.31876542009011,1.05467795403357,0.264087466056541,8.43519636632699,6.74601829103258,1.68917807529441,0.835796330541451,-0.549039610459434,0.44648482430925,0.894791205623713,0.993001060275859,-0.118105437178054,0.440947281410973,0.559052718589027,-0.0156420332343224,-0.0252351315315003,0.493382524921856,0.493382524928915,0.470938707713089,0.47093870768798,0.00643579618780989,0.0287607607632618,OK
h_over_lambda,1,1.0365,1.064e-06,0.55,5.852e-07,1.102836e-06,1.064e-06,0.523598775598299,30,0.410826505791457,0.54985179673814,0.960678302529597,0.0393216974704031,1,1.31876542009011,1.05467795403357,0.264087466056541,8.58848824528284,6.8686129259875,1.71987531929534,0.74216152321544,-0.670221063126591,0.552555842800679,0.833475878827235,0.988908292192429,-0.148527403643416,0.425736298178292,0.574263701821708,-0.0149097923868347,-0.0244119050835683,0.493382524921856,0.493382524928915,0.470938707713089,0.47093870768798,0.00643579618780989,0.0287607607632618,OK
h_over_lambda,1,1.055,1.064e-06,0.55,5.852e-07,1.12252e-06,1.064e-06,0.523598775598299,30,0.3969782466195,0.565661049513397,0.962639296132897,0.0373607038671029,1,1.31876542009011,1.05467795403357,0.264087466056541,8.74178012423868,6.99120756094241,1.75057256329627,0.631121230941664,-0.775684208847053,0.650332649835629,0.759649553779748,0.983883728440917,-0.178809420638844,0.410595289680578,0.589404710319422,-0.0136170430610776,-0.0237436608060255,0.493382524921856,0.493382524928915,0.470938707713089,0.47093870768798,0.00643579618780989,0.0287607607632618,OK
h_over_lambda,1,1.0735,1.064e-06,0.55,5.852e-07,1.142204e-06,1.064e-06,0.523598775598299,30,0.383717592576162,0.581201531564929,0.96491912414109,0.0350808758589093,1,1.31876542009011,1.05467795403357,0.264087466056541,8.89507200319452,7.11380219589733,1.7812698072972,0.505279617470611,-0.8629556814627,0.738347553915311,0.674420410150284,0.977932103400413,-0.208922955030903,0.395538522484549,0.604461477515451,-0.0118209299083872,-0.0232599459505224,0.493382524921856,0.493382524928915,0.470938707713089,0.47093870768798,0.00643579618780989,0.0287607607632618,OK
h_over_lambda,1,1.092,1.064e-06,0.55,5.852e-07,1.161888e-06,1.064e-06,0.523598775598299,30,0.370964624039625,0.596435347384587,0.967399971424212,0.0326000285757881,1,1.31876542009011,1.05467795403357,0.264087466056541,9.04836388215037,7.23639683085224,1.81196705129813,0.367587973377928,-0.929988753602917,0.815279395856866,0.579067791101581,0.97105902497053,-0.238839632438347,0.380580183780827,0.619419816219173,-0.00961555974120148,-0.0229844688345865,0.493382524921856,0.493382524928915,0.470938707713089,0.47093870768798,0.00643579618780989,0.0287607607632618,OK
h_over_lambda,1,1.1105,1.064e-06,0.55,5.852e-07,1.181572e-06,1.064e-06,0.523598775598299,30,0.358608968162146,0.611329470608691,0.969938438770837,0.0300615612291626,1,1.31876542009011,1.05467795403357,0.264087466056541,9.20165576110621,7.35899146580716,1.84266429529906,0.221275501153535,-0.975211337397824,0.879973380225382,0.47502299954288,0.963270969287385,-0.268531263967796,0.365734368016102,0.634265631983898,-0.00712539985395627,-0.0229361613752068,0.493382524921856,0.493382524928915,0.470938707713089,0.47093870768798,0.00643579618780989,0.0287607607632618,OK
h_over_lambda,1,1.129,1.064e-06,0.55,5.852e-07,1.201256e-06,1.064e-06,0.523598775598299,30,0.346519084115765,0.625855486383559,0.972374570499324,0.0276254295006767,1,1.31876542009011,1.05467795403357,0.264087466056541,9.35494764006206,7.48158610076207,1.87336153929999,0.0697735825833491,-0.99756285374581,0.931458409541202,0.36384781337116,0.954575274621479,-0.297969872774629,0.351015063612685,0.648984936387315,-0.0044959794969206,-0.0231294500037554,0.493382524921856,0.493382524928915,0.470938707713089,0.47093870768798,0.00643579618780989,0.0287607607632618,OK
h_over_lambda,1,1.1475,1.064e-06,0.55,5.852e-07,1.22094e-06,1.064e-06,0.523598775598299,30,0.334553591328065,0.639990008140097,0.974543599468161,0.025456400531838,0.999999999999999,1.31876542009011,1.05467795403357,0.264087466056541,9.5082395190179,7.60418073571698,1.90405878330092,-0.0833646954630661,-0.996519105461782,0.968961661065136,0.247211042200572,0.944980134463234,-0.327127720424071,0.336436139787965,0.663563860212035,-0.00188254845989988,-0.0235738520719387,0.493382524921856,0.493382524928915,0.470938707713089,0.47093870768798,0.00643579618780989,0.0287607607632618,OK
h_over_lambda,1,1.166,1.064e-06,0.55,5.852e-07,1.240624e-06,1.064e-06,0.523598775598299,30,0.322573732032925,0.65371545275807,0.976289184790995,0.0237108152090062,1,1.31876542009011,1.05467795403357,0.264087466056541,9.66153139797374,7.7267753706719,1.93475602730185,-0.2345478695238,-0.972104570970555,0.991920187354861,0.126863477478342,0.934494589802704,-0.355977333027648,0.322011333486176,0.677988666513824,0.00056239854674861,-0.0242732137557536,0.493382524921856,0.493382524928915,0.470938707713089,0.47093870768798,0.00643579618780989,0.0287607607632618,OK
